"headline","text","keywords","ratingName"
"Rare feat: Cantor spent more at steakhouses than opponent did on campaign","'Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.'","Campaign Finance","TRUE"
"Marco Rubio says foreign aid is less than 1 percent of federal budget","Foreign aid 'is less than 1 percent of our federal budget.'","Corrections and Updates,Federal Budget,Foreign Policy","TRUE"
"Bedbug Fire","Attempt to rid home of  bedbugs results in fire that razes apartment building.","ASP Article, Human Follies","TRUE"
"Do a majority of Americans live in states with legal marijuana?","'A majority of Americans now live in states where they have decided to legalize cannabis,' including recreational and medical marijuana.","Criminal Justice,Marijuana,States,The 2018 California Governor's Race","TRUE"
"No Fear","No Fear, Inc. a popular retailer, was confused with the National Organization for European American Rights (N.O.F.E.A.R.), a white supremacist organization.","ASP Article, Moral Outrage","TRUE"
"Carrier Still Moving Some Jobs to Mexico Despite Trump Deal","Despite an agreement with President-elect Donald Trump to keep 1,000 manufacturing jobs in the U.S., Carrier Corporation says it will still relocate hundreds of jobs to Mexico.","american jobs, carrier, donald trump, manufacturing, president-elect trump","TRUE"
"Rep. Lloyd Doggett says that health care reform has consumer protections and everyone can become insured","'With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.'","Health Care","TRUE"
"Fact-checking ethylene production in the U.S.","'About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.'","Energy","TRUE"
"Cobb E-SPLOST advocate uses no-debt argument","Cobb is one of the largest school systems (in the nation) that is debt free.","County Budget,Debt,Taxes","TRUE"
"Adding up the AMT","'The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.'","Taxes","TRUE"
"Kathleen Clyde says Ohio not in compliance with federal voter law","'Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.'","Elections","TRUE"
"Kaine is right: Record jobs growth streak precedes Trump","'The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.'","Economy,Jobs","TRUE"
"Tax cut for 95 percent? The stimulus made it so","'We cut taxes for 95 percent of working families.'","Economy,Stimulus,Taxes,Workers","TRUE"
"Fortune Cookie Lottery Win","A husband and wife each won a lottery by playing numbers recommended by a fortune cookie.","ASP Article, Lotteries","TRUE"
"More college graduates living at home than in decades","'More college graduates are living at home than in decades.'","Debt,Education,Housing","TRUE"
"McCain flipped on payroll taxes, if only once","'When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.'","Medicare,Social Security","TRUE"
"Is This a Trump Tower Billboard in Mumbai?","An image shows an advertisement for Trump Tower in Mumbai stating that there is 'only one way to live' installed over a group of homeless people.","donald trump","TRUE"
"Friday Mornings at the Pentagon","Wounded veterans paraded through halls of the Pentagon every Friday morning.","ASP Article","TRUE"
"Marine’s Car Defaced","An automobile belonging to a Marine and bearing military vanity plates was defaced in Chicago.","ASP Article","TRUE"
"Fulton County says teen pregnancy is down","'Fulton County has successfully reduced the number of pregnancies' among 15- to 19-year-olds.","Women","TRUE"
"Theodore Roosevelt on Criticizing the President","Theodore Roosevelt said that speaking out against criticism of the President 'is not only unpatriotic and servile, but is morally treasonable to the American public.'","theodore roosevelt","TRUE"
"Deal DUI Super Bowl ad cites good statistic","'One out of every three automobile fatalities can be attributed to alcohol.'","Alcohol,Drugs","TRUE"
"Obama says U.S. produces more oil than it imports for first time in nearly 20 years","'For the first time in nearly two decades, we produce more oil here in the United States than we buy from the rest of the world.'","Economy,Energy,Trade","TRUE"
"McDonnell says Virginia first in line for Atlantic oil drilling","'Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.'","Energy,States","TRUE"
"Daylight Saving health concerns valid","The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.","Science","TRUE"
"White Supremacist Surrounded by Blacks","Photograph shows a white supremacist activist surrounded by smiling blacks.","ASP Article, People","TRUE"
"Were ‘Highway Closed in Event of Enemy Attack’ Signs Posted During the Cold War?","During the Cold War, road signs were posted outside major metropolitan areas warning that specific highways would be closed to civilian traffic in the event of enemy attack.","American History, civil defense, cold war","TRUE"
"NY AG emphasizes key fact in citizenship question case","'The enumeration clause speaks to the count of every individual, and not just Americans, not just citizens.'","Census,Immigration,Supreme Court","TRUE"
"Montana’s Matt Rosendale supports plans that don’t cover pre-existing conditions","'Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).'","Health Care","TRUE"
"Were Additional Donald Trump ‘Stars’ Placed on the Hollywood Walk of Fame?","In August 2018, adhesive replicas of President Donald Trump's recently-destroyed star were placed on the Walk of Fame on Hollywood Boulevard.","donald trump, hollywood, trump, walk of fame","TRUE"
"Indiana governor right to gloat about union jobs success","'We’re growing union jobs faster than Illinois.'","Economy,Jobs,Unions","TRUE"
"'Big Soda' and the profits Mayor Kenney is convinced it earns","'Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.'","Economy,Taxes","TRUE"
"Did median incomes hit a record level in 2017?","'Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans.'","Economy","TRUE"
"Reince Priebus says Mitt Romney 'gave away his father's inheritance'","Mitt Romney 'gave away his father's inheritance.'","Candidate Biography,Wealth","TRUE"
"Does the 2017 Tax Plan Eliminate Deduction for Losses from Wildfires, Other Natural Disasters?","The Tax Cuts and Jobs Act of 2017 calls for eliminating or severely curtailing the personal casualty deduction for losses from wildfires and other natural disasters.","2017 tax bill, california fires, income tax, wildfires","TRUE"
"Day of Silence","A “day of silence” protesting the harassment of lesbian, gay, bisexual and transgender students is scheduled for 25 April 2008.","ASP Article","TRUE"
"Thomas Edison on the 'Doctor of the Future'","Thomas Edison said that “The doctor of the future will give no medicine but will interest his patients in the care of the human frame, in diet and in the cause and prevention of disease.”","ASP Article","TRUE"
"State senator says animal cruelty lead to violent adults","'Animal abuse is often an indicative trait of future acts of violence against humans.'","Crime","TRUE"
"David Quiroa says Rhode Island has allowed illegal immigrants to have drivers licenses in the past","'Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI driver’s license.'","Civil Rights,Homeland Security,Immigration,Public Safety,Transportation,Workers","TRUE"
"A reasonable estimate for uninsured costs","Every family health insurance policy has 'a $900 hidden tax' to subsidize health care costs of the uninsured.","Health Care","TRUE"
"Gabby Giffords’ Husband Mark Kelly Buys AR-15","Mark Kelly purchased an AR-15 rifle the day after
testifying to Colorado legislators about the need for additional gun control measures.","ASP Article","TRUE"
"Does Joni Ernst want to abolish the Education Department and the EPA?","Says Iowa Senate candidate Joni Ernst 'promises to shut down the Department of Education and abolish the EPA.'","Education,Environment","TRUE"
"Navy's record unblemished","'The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.'","Military","TRUE"
"Rep. Tom Cole says food stamp spending doubled under Bush, doubled again under Obama","Food stamp spending 'doubled under President Bush, doubled again under President Obama.'","Children,Deficit,Families,Federal Budget,Hunger,Poverty,Welfare","TRUE"
"Were Immigrants at the U.S.-Mexico Border Photographed with Numbers Written on Their Arms?","Three migrants at the U.S.-Mexico border were photographed with identification numbers written on their forearms.","honduran caravan","TRUE"
"New governor claims New Hampshire college costs are among highest in nation","We have the fourth highest in-state tuition for public universities in the country.","Education","TRUE"
"Rubio's tweet about NY gun law is accurate","'Under N.Y. State ‘Assault Weapon’ ban 1 simple cosmetic change pictured here is difference between legal & banned'","Guns","TRUE"
"Todd Staples says in any year, more Texans hunt or fish than attend all the games of four professional sports teams","'More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.'","Environment,Recreation","TRUE"
"Since Obamacare, far fewer New Yorkers are uninsured","'We have been able to cut New York’s uninsured rate in half since 2013 from 10 percent to 5 percent of our population.'","Health Care","TRUE"
"Senate President Keith Faber says more than 300,000 Ohioans served in the Union Army during the Civil War, more per capita than any other state","'During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.'","History","TRUE"
"Chris Christie says New York Giants are New Jersey’s team","Says the New York Giants 'train in New Jersey, they play in New Jersey and most of their players live in New Jersey.'","Sports","TRUE"
"Obama rakes it in from small donors","'I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.'","Ethics","TRUE"
"Obama invokes Republican icons on health care","'Teddy Roosevelt first called for (health care) reform nearly a century ago.'","Health Care","TRUE"
"Bernie Sanders says Walmart heirs are wealthier than bottom 40 percent of Americans","'The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.'","Economy,Wealth","TRUE"
"Business has created jobs every month since Obamacare became law, Obama said in State of the Union","'Our businesses have created jobs every single month since (Obamacare) became law.'","Economy,Health Care,Jobs","TRUE"
"Lloyd Doggett says Homeland Security only federal agency not funded through 2015 fiscal year","The Department of Homeland Security is 'the only federal department not funded for this entire fiscal year' by Congress.","Congress,Federal Budget,Homeland Security,Terrorism","TRUE"
"Ashley Smith, who posed with Greg Abbott, says transgender Americans make up 1-in-300 residents","Says transgender residents make up 'about 1-in-300 people, we're all over the place, we're your friends and your neighbors.'","Population,Sexuality","TRUE"
"Grassley claims he hasn't missed a vote since 1993","'I haven't missed a vote since 1993.'","History","TRUE"
"Did word of Trump’s inauguration concert cause a Jackie Evancho sales surge?","'Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance.'","Pop Culture","TRUE"
"Eskom and the viral infographic: do the numbers add up? | Africa Check","Three claims about Eskom numbers","electricity, Eskom","TRUE"
"Jeb Bush claims U.S. has enjoyed fastest crude oil production increase in history","'Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.'","Energy","TRUE"
"Sylvester Stallone Porn Film","One of Sylvester Stallone's first screen efforts was a starring role in a porn film.","Actors, Movies, sylvester stallone","TRUE"
"Ten years in municipal government, two as governor","Sarah Palin 'has had 12 years of elected office experience.'","Candidate Biography","TRUE"
"Iwo Jima Memorial","Article describes talk given to a group of Wisconsin schoolchildren at the Iwo Jima memorial.","ASP Article","TRUE"
"John Boehner says Senate Dems haven't passed a budget in more than 1,000 days","'The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.'","Deficit,Federal Budget,Job Accomplishments","TRUE"
"Stegmaier says Chesterfield County has cut more government jobs than state of Virginia","'Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.'","County Government,Jobs,State Budget","TRUE"
"Twins Switched at Birth","An identical twin given to the wrong parents was coincidentally reunited with his brother later in life.","ASP Article, Gallery Of The Gruesome","TRUE"
"Does Interstate 205 carry more traffic than Interstate 5?","Says, 'I-205, six miles of which runs through my district, already carries more traffic than I-5.'","Environment,Infrastructure,State Budget,Transportation","TRUE"
"Ex-DEP secretary McGinty (legally) profited from the environmental business","Says Senate candidate Katie McGinty 'made thousands from companies she previously regulated.'","Transparency","TRUE"
"Clint Eastwood Threatened to Kill Michael Moore?","At an awards ceremony in 2005, Clint Eastwood threatened to “kill” Michael Moore.","ASP Article","TRUE"
"Did Trump Display an Altered Hurricane Dorian Map Showing Alabama in Its Path?","U.S. President Donald Trump displayed an altered graphic purporting to show Hurricane Dorian potentially hitting Alabama.","donald trump","TRUE"
"What you see is what you get - Kendrick Meek has the photos of Jeff Greene's mansions","'Jeff Greene can buy anything' ...  he owns two mansions.","Candidate Biography,Elections,Message Machine 2010","TRUE"
"Terry McAuliffe says China owns $1.1 trillion in U.S. debt","'China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.'","China,Deficit,Trade","TRUE"
"Billy Ripken’s “F**k Face” Baseball Card","Bill Ripken's 1989 Fleer baseball card includes a hidden obscenity.","baseball","TRUE"
"Trump said he would require schools to allow guns, Clinton says","Says of Donald Trump, 'He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.'","Guns","TRUE"
"Gel Candle Danger","Gel candles can explode, posing a greater-than-usual fire and injury hazard.","ASP Article, Household Hints","TRUE"
"Rogers gets it right on Georgia's eduction woes","'The state of Georgia is near the bottom among states for SAT scores and graduation rates.'","Education","TRUE"
"Pink Lady","An artist secretly painted a 60-foot-high image of a naked woman above a tunnel in Malibu Canyon in 1966.","ASP Article, Highway Hazards","TRUE"
"Lebanese Loop ATM Theft","Thieves can steal ATM cards and PINs by using plastic sleeves known as “Lebanese loops.”","ASP Article, ATM Scams","TRUE"
"Does a Photograph Show a Species of Megabat?","A photograph shows a large species of megabat.","animals, bats","TRUE"
"McCain switched tax vote","'Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.'","Taxes","TRUE"
"CVS Hair Care Products","In some CVS stores, of all the hair care items vended there, only those marketed to African-Americans were tagged with anti-theft devices.","ASP Article","TRUE"
"JetBlue Offering Free Flights to Pulse Nightclub Victims’ Families","JetBlue is offering free flights to Orlando for family members and partners of the victims of the Pulse Nightclub shooting.","jetblue, orlando nightclub shooting, Policies","TRUE"
"Tapioca Sinks Freighter","A freighter carrying tapioca nearly sank when a fire in its hold (and the water used to extinguish it) cooked the cargo.","ASP Article, Food Preparation","TRUE"
"Thomas Lindsay says 43 percent of college grades are A's, up 28 percentage points from 1960","'Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.'","Education","TRUE"
"Barack Obama in State of the Union says U.S. corporate tax rate is among world's highest","The United States has 'one of the highest corporate tax rates in the world.'","Corporations,Economy,Taxes","TRUE"
"State Sen. Nia Gill claims New Jersey has not had a Democratic congresswoman in nearly 40 years","'There has not been a Democratic woman in Congress from New Jersey in almost four decades.'","Elections,Message Machine 2012","TRUE"
"Moose and Lawn Ornament","An amorous moose once wooed a lawn ornament.","ASP Article, In The Gnus, Incredible Edibles","TRUE"
"Jill Stein, Green Party candidate, correct about U.S. bombing seven countries","'We’re already bombing seven countries.'","Afghanistan,Foreign Policy,History,Iraq,Military,Terrorism","TRUE"
"AMA president says pregnant women are barred from buying individual health policies","Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a 'pre-existing condition.'","Health Care","TRUE"
"Violence against South Africa’s women, children: verifying claims at a men’s summit | Africa Check","Five claims related to violence against women and children","children, crime, Femicide, rape, women","TRUE"
"Hillary Clinton: ‘Marriage Is Always Between a Man and a Woman’","Hillary Clinton said in 2000 that she believed marriage was 'always between a man and a woman.'","hillary clinton, marriage equality, memes, tbt, terry gross","TRUE"
"Can You Have Your Ashes Mailed to Congress?","If you die, you can send your ashes to legislators as one final act of protest.","American Health Care Act, posthumous, protests","TRUE"
"He voted """"present,"""" which is similar to """"no""""","In the Illinois Legislature, Barack Obama 'voted 'present,' instead of yes or no' on seven votes involving abortion rights.","Abortion","TRUE"
"Donald Trump correct — Lyndon Johnson passed legislation limiting political activity of churches","'An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.'","History,Human Rights,Legal Issues,Religion,Taxes","TRUE"
"Flag Ban","A U.S. company banned its employees from displaying American flags.","ASP Article","TRUE"
"HB2 has cost North Carolina hundreds of millions of dollars. Dan Forest says that isn't very much","Says HB2 has hurt North Carolina’s economy by 'one-tenth of 1 percent of our annual GDP.'","Economy,Gays and Lesbians,Jobs,State Finances,States","TRUE"
"Kristof: U.S. imprisons blacks at rates higher than South Africa during apartheid","'The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.'","Criminal Justice","TRUE"
"No limit on gifts to Ga. legislature, senator says","Georgia is one of three states that 'effectively have no regulations whatsoever on lobbyists giving to legislators.'","Ethics","TRUE"
"Yup, Obama votes with the D's","'Barack Obama ... 96 percent of his votes have been solely along party line.'","Candidate Biography","TRUE"
"Tsunami","Photograph shows a large pile of debris and corpses created by the Indian Ocean tsunami.","ASP Article, Indian Ocean Tsunami","TRUE"
"The mayor gets the numbers right on jobs lost","The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.","Transportation","TRUE"
"Etymology of ‘Salad Days’","The phrase “salad days” was coined by William Shakespeare.","ASP Article, Phrase Craze","TRUE"
"Americans consume a lot","'Two-thirds of our economy is a consumer economy.'","Economy","TRUE"
"Airplane With Panels Missing","Photograph shows an in-flight airliner with panels missing from one of its engines.","Airplanes, ASP Article","TRUE"
"Superman developer on why he needs subsidies","Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline 'is completely dominated by the cranes.'","State Budget,Taxes","TRUE"
"Did Bill Gates, Steve Jobs, and Other Tech Billionaire Parents Advocate Limiting Children’s Technology Use?","Tech billionaires such as Bill Gates and Steve Jobs advocated limiting children's use of technology.","bill gates, melinda gates, steve jobs","TRUE"
"Has the U.S. Supreme Court banned all state laws that make executions mandatory for murders?","'There are no federal or state laws that say prosecutors must seek death sentences. And the United States Supreme Court has banned all state laws that make executions mandatory for murders.'","Death Penalty,Legal Issues,States","TRUE"
"Palin says U.S. spends three times more on entitlements and debt service than on defense","'We spend three times more on entitlements and debt services than we do on defense.'","Federal Budget,Social Security","TRUE"
"Did the NRA Ask Judicial Candidates for ‘Position Letters’ on Guns?","The NRA sent Wisconsin Supreme Court candidates a letter urging them to submit a 'position statement' on gun rights, or risk opposition from NRA members in the state.","gun control, gun rights, judiciary, lobbying, nra, second amendment, wisconsin","TRUE"
"Dictionary Drama","Dozens of nature words were removed from the Oxford Junior Dictionary in order to make room for modern technology-related words.","dictionary, nature words, oxford, oxford junior dictionary, words","TRUE"
"Is This the Kansas City Library?","A photograph shows a library parking facade lined with giant-sized representations of books.","Architecture","TRUE"
"Sarah Palin says 1 in 7 American families is on food stamps","Says 1 in 7 American families is on food stamps.","Economy,Pundits,Welfare","TRUE"
"McConnell proposed extending unemployment benefits using stimulus money","'Sen. McConnell offered a fully paid two-month extension of unemployment insurance.'","Economy,Federal Budget","TRUE"
"Arieh Eldad on Burn Patient Turned Suicide Bomber","Dr. Arieh Eldad wrote about a burn center patient turned suicide bomber.","ASP Article, israel","TRUE"
"Former New Jersey Gov. Tom Kean claims Homeland Security officials must report to about 100 congressional panels","Says the U.S. Department of Homeland Security must report to about 100 congressional committees and subcommittees.","Homeland Security,Terrorism","TRUE"
"Kaine: Police stopped slain Minnesota driver over 40 times","Says Philando Castile 'had been stopped by police 40 or 50 times before that fatal incident.'","Criminal Justice,Diversity","TRUE"
"Daniel Somers Suicide Note","Transcript reproduces suicide note left by U.S. Army veteran Daniel Somers.","ASP Article","TRUE"
"Did the Attorney General of Alabama Once Tell the Ku Klux Klan to ‘Kiss My Ass’?","The former Alabama state Attorney general, Bill Baxley, once told a Ku Klux Klan Grand Dragon 'kiss my ass' in response to threats.","16th street baptist church bombing, alabama, civil rights movement, KKK, racism, trump administration, white supremacists","TRUE"
"Numbers back up Gingrich job growth claim","'The right-to-work states are creating a lot more jobs today than the heavily unionized states.'","Jobs","TRUE"
"Has the Affordable Care Act given 200,000-plus West Virginians health coverage?","The Affordable Care Act 'provided over 200,000 West Virginians with health care coverage.'","Health Care","TRUE"
"Ann Kuster touts being a member of the most diverse Congress ever","Says she is 'entering in the most diverse class ever,' of U.S. Representatives","Congress,Diversity","TRUE"
"‘Jeepers Creepers 3’ Director Victor Salva Was Convicted of Child Molestation?","Director Victor Salva was convicted of child molestation.","child molestation, jeepers creepers, victor salva","TRUE"
"Did a Study Show That Dogs Exhibit Jealousy?","A study showed that dogs could show jealousy if they caught their owners behaving sweetly toward other dogs.","Canine Cognition Center, Christine Harris, dogs, University of California-San Diego","TRUE"
"Yes, South Africa's new police minister does have a master's degree | Africa Check","Yes, South Africa's new police minister does have a master's degree | Africa Check","education, police","TRUE"
"Virginia Senate Democrats say House of Delegates budget cuts $50 million from education spending","The House of Delegates budget bill 'cuts $50 million from education.'","Corrections and Updates,Education,State Budget","TRUE"
"Sen. McCaskill right about small business job creation","Small businesses 'create two out of every three American jobs.'","Economy,Jobs,Small Business","TRUE"
"Laurel Clark","E-mail sent from orbit captures Space Shuttle Columbia astronaut Laurel Clark’s final words to her family.","ASP Article","TRUE"
"Russia Crash","Video clip shows an automobile accident on a Russian highway.","accidents, ASP Article","TRUE"
"Carson Williams’ ‘Wizard in Winter’ Christmas Light Display","Video captures home Christmas light display synchronized to musical score.","ASP Article","TRUE"
"Policy Matters Ohio's Amy Hanauer says four of every 10 Ohio children qualify for subsidized lunches","'To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.'","Children,Economy,Families,Poverty","TRUE"
"TRUE: California’s uninsured rate has hit 'historic low'","The uninsured rate in California reached 'a historic low of 7.4 percent in 2016.'","Health Care","TRUE"
"David Brooks is right: Primary turnout doesn't predict general election outcomes","'There’s no correlation between primary turnout and wins in the fall in the last 11 elections.'","Elections","TRUE"
"Barbara Buono claims Newark unemployment is 13 percent","'Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.'","Jobs","TRUE"
"Jamie Radtke says debt grew by $16,000 every second of George Allen's senate term","George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.","Federal Budget","TRUE"
"Edison Electric Chair","Locked in a war with Westinghouse over which of them would control the future of electric power, Edison worked to discredit his rival’s alternating current with claims that it was unsafe — so unsafe that it could be used to kill people.","ASP Article","TRUE"
"Ben Stein on Oscars","Ben Stein authored an editorial on the (non-)importance of Hollywood and the Oscars.","ASP Article","TRUE"
"Does President Donald Trump’s ‘Muslim Ban’ Exclude Countries Where He Has Businesses?","Donald Trump's executive order restricting U.S. travel from predominantly-Muslim nations does not include countries where he has business interests.","donald trump, egypt, muslims, saudi arabia, united arab emirates","TRUE"
"Nutz R Us","A North Carolina provider of mental health services is named 'Nutz R Us.'","mental health, nutz r us, questionable names, What's In A Name?","TRUE"
"Adam Putnam right about the demand for more nurses in Florida","'The No. 1 job vacancy in Florida every month for seven years has been nursing.'","Public Health","TRUE"
"State Rep. Jason Isaac says per diem costs taxpayers $27,300 per day","Says this month’s special session will cost the state $27,300 a day just for legislators’ daily living expenses.","Government Efficiency,State Finances","TRUE"
"Is Walmart Selling Coffins?","Giant retailer Walmart is selling caskets and urns on its website.","ASP Article","TRUE"
"Parson correct that Missouri maintains lowest levels of highway funding in the country","'We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.'","State Budget,Transportation","TRUE"
"Red Thomas ‘Real Deal’ Letter","“The Real Deal,” words of wisdom about gas, germs, and nukes, was written by Army veteran Red Thomas.","ASP Article","TRUE"
"Rick Perry says Texas accounted for 33 percent of nation's net job gains over the past decade","'Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.'","Economy,Job Accomplishments,Jobs","TRUE"
"Did a Principal Ban Candy Canes Because They Are Shaped Like J’s for ‘Jesus’?","An elementary school principal in Nebraska banned candy canes from schoolrooms because they supposedly represent Jesus.","candy canes, liberty counsel, war on christmas","TRUE"
"Did the Guggenheim Museum Plan to Host Exhibits Criticized by Some as Cruel to Animals?","The Guggenheim Museum planned to host a Chinese art exhibition that included three installations condemned as cruel to animals.","animal cruelty, animals, art, china, guggenheim","TRUE"
"Have exports from West Virginia risen faster than the U.S. as a whole?","'West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%.'","Trade","TRUE"
"Do 90% of Americans support background checks for all gun sales?","90 percent of Americans 'support universal background checks' for gun purchases.","Government regulation,Guns,Polls and Public Opinion","TRUE"
"Chris Christie claims judges collect better pension benefits at a lower cost than other public employees in New Jersey","Says judges 'get better benefits at a lower cost than everybody else in the state.'","Pensions","TRUE"
"Spider Eats a Snake","Photographs show a spider devouring a snake caught in its web.","animals, ASP Article","TRUE"
"Immigration expert says hundreds of U.S. cities have been infiltrated by Mexican cartel members","'A couple of hundred American cities are infested by members of the Mexican cartels.'","Crime,Drugs,Homeland Security","TRUE"
"One man found his winning message","'One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.'","Iraq","TRUE"
"Livermore Long-Burning Lightbulb","A lightbulb manufactured in 1901 has been burning continuously ever since.","ASP Article","TRUE"
"House Full of Beer Cans","Photographs show a townhouse filled 70,000 discarded beer cans and boxes.","ASP Article, Oddities","TRUE"
"George Allen claims he was one of a dozen senators to vote against the 'Bridge to Nowhere'","'I was one of about a dozen (senators) who voted against the Bridge to Nowhere.'","Federal Budget","TRUE"
"Milk Delivery","Photograph shows a police officer delivering milk to a Watertown family during a stay-in-place order.","ASP Article, Audi R8","TRUE"
"Democratic Congressman Jim Cooper says Congress’ approval at historic low","'Congress as a whole is less popular than it’s been since polling was invented.'","Congress,Polls and Public Opinion","TRUE"
"Greg Abbott says Texas enjoying record high-school graduation rate","Says Texas 'high school graduation rates are at all-time highs.'","Education","TRUE"
"Austin resident says turnout higher for 1973 city election than the latest mayoral election","Says more Austinites voted in the city’s 1973 election featuring a mayor’s race than in the city’s most recent mayoral election.","Elections,History","TRUE"
"Obama says most job losses occurred before his economic policies took hold","'Most of the jobs that we lost were lost before the economic policies we put in place had any effect.'","Economy,Job Accomplishments,Jobs,Stimulus","TRUE"
"Rick Perry says he switched to GOP at a younger age than Reagan did","'I became a Republican sooner in my life than' Ronald Reagan did in his.","History","TRUE"
"Is Bernie Sanders the Only Presidential Candidate to Pay His Interns?","Bernie Sanders is one of the few 2016 presidential candidates (if not the only one) to pay his campaign interns.","bernie sanders","TRUE"
"Lottery Death","A lottery winner was run over by a truck just hours after his win.","ASP Article","TRUE"
"Raid on Mexican Drug Dealer’s House","Photographs show the proceeds from drug sales found during a raid of Mexican drug dealers’ residence.","ASP Article, crime","TRUE"
"Astouding number, but it's right","'In the African-American community today, 68 percent of kids born are born out of wedlock.'","Families","TRUE"
"Josh Mandel ad claims Sherrod Brown failed to pay his taxes three times","Sherrod Brown 'failed to pay his own taxes three separate times.'","Message Machine 2012,Taxes","TRUE"
"Matthew Dowd says Barack Obama, Harry Reid and Mitch McConnell flip-flopped on 'nuclear option'","'Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.'","Congressional Rules","TRUE"
"Wheaties Cereal Sticks to Magnets Because It Contains Iron?","Wheaties cereal sticks to magnets because it has metal flakes.","alternative health, food, natural news","TRUE"
"Most people clueless on U.S. foreign aid spending","'Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.'","Federal Budget,Foreign Policy","TRUE"
"Juan Williams: No. 1 cause of death for African-American males 15-34 is murder","The No. 1 cause of death for African-American males 15-34 is murder.","Crime,Criminal Justice","TRUE"
"Rep. Dennis Kucinich says the Fed created $1.2 trillion out of nothing to aid banks","'The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.'","Economy,Financial Regulation","TRUE"
"McDonald’s Creates Nutella Burger","McDonald's has a burger filled with Nutella.","fast food rumors, food, italy, mcdonald's","TRUE"
"Howard Fineman: Steve Stockman wants 'gun-filled' schools","Says Rep. Steve Stockman 'basically wants gun-filled zones in schools.'","Elections,Guns","TRUE"
"Baby Left on Car Roof","A baby strapped in a car seat is left on the roof of a car.","ASP Article, Motoring Mishaps","TRUE"
"Controversial Spirit Airlines Promotions","Spirit Airlines offers innuendo-laced promotions, including $69 fares.","ASP Article","TRUE"
"Becky Moeller says over 4,000 Texas lives have improved or been saved due to federal health care law","Says the federal health care law upheld by the Supreme Court 'has improved or saved the lives of more than 4,000 Texans' otherwise prevented from obtaining health coverage due to pre-existing conditions.","Health Care","TRUE"
